Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month
C1179,20200,41,70,0,0.87,6,42,0
C1180,43000,78,34,43,0.78,0,-60,0
C1181,30100,80,87,73,0.71,71,-41,2
C1182,33100,68,12,37,0.75,21,11,0
C1183,117100,48,67,4,0.98,3,14,0
C1184,98700,95,0,82,0.47,59,-11,2
C1185,42600,10,48,0,0.8,24,6,0
C1186,42900,92,0,50,0.69,43,-84,2
C1187,22500,23,71,0,0.73,84,-26,0
C1188,40800,42,49,11,0.6,10,-30,0
C1189,36800,29,67,0,0.82,21,-40,0
C1190,69300,58,22,64,0.66,0,-36,0
C1191,70700,27,67,30,0.51,0,-7,0
C1192,34100,80,3,56,0.88,6,22,0
C1193,25700,0,100,47,0.78,22,7,0
C1194,35600,10,96,31,0.73,5,10,0
C1195,20000,74,12,0,0.92,0,10,0
C1196,20000,92,4,64,0.53,44,-60,1
C1197,25600,97,0,64,0.54,75,-59,3
C1198,41300,71,43,57,0.77,80,-9,2
C1199,61800,38,57,81,0.66,0,3,0
C1200,23100,38,55,24,0.63,1,-20,0
C1201,24500,3,100,26,0.57,10,-7,0
C1202,20500,76,35,0,0.77,8,-21,0
C1203,26800,46,50,23,0.38,0,11,0
C1204,59500,56,31,8,0.64,46,-23,0
C1205,33500,89,30,10,0.63,0,-17,0
C1206,53000,23,55,46,0.8,0,-48,0
C1207,28200,13,73,77,0.7,41,19,0
C1208,52000,58,35,0,0.75,0,-7,0
C1209,20400,13,100,43,0.96,29,1,0
C1210,47900,100,88,100,0.55,37,-11,3
C1211,41300,45,78,0,0.69,12,-20,0
C1212,38900,86,31,57,0.46,0,-8,0
C1213,53500,96,0,57,0.66,26,-23,0
C1214,26200,7,59,35,0.48,33,-28,1
C1215,26300,43,0,31,0.88,33,-11,0
C1216,31600,24,100,21,0.83,7,-40,0
C1217,45400,78,59,26,0.95,0,-23,0
C1218,60300,41,100,23,0.76,0,-15,0
C1219,78200,77,35,0,0.71,0,56,0
C1220,74600,24,61,0,0.63,0,15,0
C1221,31300,48,20,10,0.32,25,-28,2
C1222,56100,63,85,19,0.64,49,-81,0
C1223,104400,50,31,0,0.75,26,20,0
C1224,20000,65,73,86,0.57,41,-49,2
C1225,25600,59,64,40,0.63,0,16,0
C1226,54700,21,54,26,0.58,31,10,0
C1227,37300,64,45,0,0.78,37,-5,0
C1228,52500,57,16,4,0.28,0,8,0
C1229,32000,88,0,100,0.2,90,-36,3
C1230,44600,72,20,21,0.45,0,31,0
C1231,47600,86,14,75,0.65,0,41,1
C1232,54500,74,23,33,0.7,30,15,0
C1233,53600,81,5,30,0.81,0,4,0
C1234,97900,0,83,0,0.57,29,-10,0
C1235,34100,46,75,6,0.89,6,5,0
C1236,29400,36,64,16,0.67,23,4,0
C1237,34200,79,7,58,0.73,4,-3,1
C1238,20000,56,29,37,0.79,0,-46,0
C1239,24700,71,15,80,0.47,63,-10,2
C1240,24400,61,49,31,0.78,16,0,0
C1241,40600,89,10,45,0.41,43,-6,1
C1242,69000,46,23,7,0.77,12,0,0
C1243,24500,39,53,11,0.67,1,-42,0
C1244,60500,93,13,47,0.64,22,0,1
C1245,34000,49,70,28,0.77,7,-27,0
C1246,27700,56,30,0,0.6,12,-18,0
C1247,48700,63,23,10,0.69,0,6,0
C1248,87100,14,96,39,0.71,10,-8,0
C1249,20000,100,0,84,0.48,42,26,2
C1250,68900,38,28,22,0.91,30,27,0
C1251,28000,60,77,42,0.44,4,-27,1
C1252,36200,63,33,0,0.81,62,47,0
C1253,27400,40,43,27,0.69,22,41,0
C1254,42400,61,35,42,0.86,3,9,0
C1255,22800,35,39,0,1.0,26,-27,0
C1256,55500,37,42,72,0.74,3,-22,0
C1257,57300,54,28,16,0.88,52,-21,0
C1258,67300,33,69,15,0.84,32,10,0
C1259,27000,25,100,0,0.67,13,22,0
C1260,69900,16,64,70,0.81,5,13,0
C1261,80500,25,55,50,0.95,79,-10,0
C1262,20000,12,81,39,0.47,34,-9,1
C1263,51700,94,0,0,0.67,0,-62,0
C1264,20600,58,45,59,0.71,0,6,0
C1265,50600,88,18,29,0.49,31,40,0
C1266,48900,50,16,46,0.56,60,3,0
C1267,20000,45,24,0,0.58,0,-5,0
C1268,40500,62,41,37,0.51,0,23,0
C1269,49000,91,0,0,0.97,13,-22,0
C1270,21500,36,58,3,1.0,14,-7,0
C1271,35200,93,23,14,0.75,0,-28,0
C1272,37800,50,29,59,0.64,41,0,1
C1273,21900,45,61,6,0.55,56,37,0
C1274,29600,89,26,52,0.54,10,32,0
C1275,20000,34,56,0,0.62,0,0,0
C1276,20600,32,100,31,0.53,11,5,0
C1277,46200,45,47,23,0.78,0,-21,0
C1278,29800,50,14,55,0.21,64,-15,3
C1279,51400,31,41,77,0.46,0,42,0
C1280,67200,68,47,32,0.65,19,11,0
C1281,36100,15,100,8,0.83,0,-22,0
C1282,28400,50,67,0,0.74,59,0,0
C1283,39300,92,8,12,0.63,4,21,0
C1284,40000,100,3,50,0.69,21,15,0
C1285,20600,59,37,1,0.77,23,-15,0
C1286,31800,68,53,31,0.68,70,-20,0
C1287,65800,69,51,30,0.91,75,2,0
C1288,57400,55,0,43,0.68,15,-23,0
C1289,71300,56,18,0,1.0,9,-18,0
C1290,56500,33,51,40,0.42,0,4,0
C1291,20000,30,81,0,0.86,12,-77,0
C1292,29000,44,52,31,0.73,0,-47,0
C1293,31100,93,13,86,0.77,0,-18,0
C1294,37000,64,21,0,0.39,0,-4,0
C1295,34200,48,28,66,0.6,42,-23,1
C1296,23700,39,53,0,0.64,27,-19,0
C1297,22700,4,97,0,0.45,46,-23,0
C1298,97900,20,83,23,0.76,44,28,0
C1299,64500,61,16,0,0.96,27,21,0
C1300,44700,39,48,36,0.26,49,-23,0
C1301,25300,48,67,31,0.51,16,11,0
C1302,52500,62,9,64,0.57,43,-38,2
C1303,72900,24,65,83,0.68,33,6,0
C1304,20000,39,48,17,0.97,0,0,0
C1305,78400,55,39,12,0.66,0,41,0
C1306,28200,93,33,50,0.67,24,42,1
C1307,71600,27,42,39,0.79,23,21,0
C1308,26800,40,32,67,0.75,12,-19,1
C1309,81200,2,92,0,0.76,4,48,0
C1310,33300,62,51,88,0.52,34,-55,1
C1311,45700,44,89,52,0.69,8,9,0
C1312,54700,80,43,48,0.83,20,2,1
C1313,36400,21,100,12,0.68,0,14,0
C1314,20300,27,79,0,0.49,34,-13,1
C1315,24300,43,41,11,0.73,0,-71,0
C1316,31400,67,11,19,1.0,0,-2,0
C1317,197200,44,39,56,0.8,0,8,0
C1318,50400,52,59,28,0.72,12,-15,0
C1319,20000,35,38,47,0.55,0,-21,0
C1320,32400,28,97,0,0.77,31,-37,0
C1321,20000,100,28,1,0.68,0,6,0
C1322,25300,44,68,38,0.64,27,0,0
C1323,24500,18,83,41,0.52,1,-15,1
C1324,43400,0,100,6,0.79,7,50,0
C1325,30000,53,0,66,0.37,70,39,3
C1326,43500,93,0,5,0.44,14,5,0
C1327,38400,63,55,71,0.79,0,5,0
C1328,20000,43,39,16,0.67,47,2,1
C1329,119300,56,75,4,0.74,0,23,0
C1330,32100,58,5,2,0.75,18,7,0
C1331,27200,27,68,0,0.6,4,17,0
C1332,80400,92,10,30,0.66,28,-20,0
C1333,54600,61,56,34,0.75,11,34,0
C1334,20000,55,4,95,0.25,50,-38,3
C1335,32400,99,0,82,0.66,90,-21,3
C1336,62100,48,45,15,0.69,29,-29,0
C1337,20000,40,78,57,0.77,28,0,0
C1338,34700,39,71,0,0.9,0,8,0
C1339,26300,82,9,0,0.74,18,-35,0
C1340,47800,14,62,28,1.0,3,-5,0
C1341,42800,30,40,31,0.82,30,-24,0
C1342,26800,90,18,57,0.62,1,-17,0
C1343,93800,94,5,0,0.46,8,30,1
C1344,34400,15,84,55,0.91,1,1,0
C1345,95300,63,24,0,0.72,0,90,0
C1346,55900,68,53,67,0.79,12,-27,0
C1347,21900,21,85,31,0.85,48,0,0
C1348,20000,67,28,3,1.0,32,-10,0
C1349,40100,98,74,100,0.14,58,-57,3
C1350,45700,71,55,45,0.7,0,18,0
C1351,111300,34,73,1,0.71,43,-23,1
C1352,20000,74,23,11,0.54,0,-14,0
C1353,49700,51,17,19,0.81,61,-13,0
C1354,72400,74,29,54,0.68,0,23,0
C1355,25500,68,65,1,0.52,36,-17,0
C1356,47700,45,55,66,0.59,30,9,1
C1357,28100,52,44,24,0.49,63,-44,2
C1358,64300,34,100,0,0.72,22,1,0
C1359,37400,90,14,0,0.4,1,8,0
C1360,66500,21,60,26,0.67,0,-17,0
C1361,31300,76,13,75,0.53,50,-21,2
C1362,90100,83,47,39,0.73,0,-28,0
C1363,24100,62,57,20,0.72,26,-6,0
C1364,26100,35,98,56,0.88,23,-14,0
C1365,63600,56,45,8,0.44,13,25,0
C1366,20000,51,62,0,0.68,32,-38,0
C1367,28500,54,35,16,0.7,5,-23,0
C1368,20000,21,80,66,0.44,75,2,2
C1369,20000,48,67,66,0.8,50,-4,0
C1370,65000,37,46,52,0.61,43,3,0
C1371,53800,58,45,80,0.62,82,-60,3
C1372,23300,2,100,75,0.88,58,19,0
C1373,66300,52,7,60,0.46,13,-42,1
C1374,50700,65,35,21,0.74,38,36,0
C1375,20000,66,12,21,0.65,0,-28,0
C1376,35300,32,93,33,0.82,58,1,1
C1377,35300,73,4,0,0.6,24,39,0
C1378,50700,92,0,39,0.59,9,42,0
C1379,27000,17,93,2,0.62,0,43,0
C1380,20000,44,63,7,0.45,9,-33,0
C1381,30100,90,0,38,0.9,38,11,0
C1382,38500,65,36,5,0.63,37,35,0
C1383,40100,97,21,24,0.24,62,-26,2
C1384,35700,96,0,35,0.66,0,-30,0
C1385,20000,46,76,19,0.87,7,-64,0
C1386,37500,44,87,72,0.66,0,35,0
C1387,41000,64,28,3,0.53,0,6,0
C1388,57600,97,14,44,0.55,15,-1,0
C1389,40200,83,0,54,0.66,68,7,2
C1390,50800,22,77,0,0.78,0,-17,0
C1391,21700,42,78,2,0.67,0,17,0
C1392,29900,19,71,17,0.62,0,4,0
C1393,20000,0,100,0,0.78,0,37,0
C1394,56500,52,64,15,0.93,0,-40,0
C1395,43100,62,0,7,0.75,7,34,0
C1396,43000,52,21,58,0.65,30,-79,1
C1397,20000,98,0,2,0.91,20,-23,0
C1398,27200,26,25,0,0.78,0,0,0
C1399,20000,76,56,15,0.77,31,-22,0
C1400,41500,26,31,40,0.86,40,0,0
C1401,47400,77,41,37,0.92,0,24,0
C1402,37400,12,91,11,1.0,42,-23,0
C1403,30300,39,100,0,0.68,57,5,0
C1404,38100,70,10,36,0.52,0,-12,0
C1405,37900,35,78,5,0.79,0,-21,0
C1406,32700,62,58,17,0.64,0,53,0
C1407,39000,36,84,35,0.6,26,10,1
C1408,20000,90,0,63,0.4,40,-35,1
C1409,24200,39,54,13,0.74,24,10,0
C1410,49600,84,12,24,0.91,28,-3,1
C1411,85600,48,58,33,0.67,59,21,0
C1412,20000,90,32,0,0.64,32,12,0
C1413,47400,70,19,5,0.78,34,-3,0
C1414,43500,67,24,20,0.8,34,-23,0
C1415,37800,100,0,40,0.57,0,-7,0
C1416,47800,72,81,63,0.7,61,0,2
C1417,27700,68,61,10,0.73,0,10,0
C1418,21900,74,18,4,0.56,0,9,0
C1419,68600,21,89,9,0.92,0,-27,0
C1420,63200,92,0,44,0.63,62,12,2
C1421,43600,58,42,9,0.49,59,13,0
C1422,37400,74,29,0,0.32,37,-41,0
C1423,20000,77,3,27,0.81,68,-3,0
C1424,26000,69,20,14,0.69,31,-26,0
C1425,48600,71,100,71,0.19,73,51,3
C1426,55900,86,77,31,0.3,67,-27,2
C1427,20000,52,53,4,0.79,49,-20,0
C1428,20800,91,0,37,0.64,58,-25,2
C1429,39900,7,96,12,0.47,31,10,0
C1430,30600,70,72,81,0.42,20,-18,1
C1431,30800,83,24,15,0.64,0,-12,0
C1432,47000,54,56,45,0.74,9,0,0
C1433,24300,97,0,42,0.79,16,-17,0
C1434,61400,24,53,40,0.54,7,-20,0
C1435,97000,51,40,0,0.8,32,-8,0
C1436,50400,44,46,8,0.72,0,-6,0
C1437,25200,47,17,12,0.56,4,23,0
C1438,41100,32,65,100,0.88,45,1,0
C1439,29100,11,97,43,0.55,0,20,0
C1440,26500,81,0,0,0.61,26,-37,0
C1441,20000,67,0,57,0.41,70,-26,2
C1442,73000,60,50,3,0.64,0,12,0
C1443,36900,45,73,0,0.63,10,53,0
C1444,37200,28,88,72,0.85,0,-33,0
C1445,41200,65,28,51,0.45,16,-18,1
C1446,20000,12,47,6,0.81,32,30,0
C1447,38200,95,21,39,0.89,20,-17,0
C1448,83500,100,0,42,0.6,36,-3,1
C1449,52400,53,32,65,0.42,44,-13,2
C1450,38500,19,79,0,0.77,0,7,0
C1451,20000,64,32,0,0.66,16,-42,0
C1452,22400,30,73,9,0.41,9,22,0
C1453,31300,42,53,75,0.73,47,8,1
C1454,20000,57,42,19,0.64,62,2,0
C1455,44000,100,0,0,0.74,0,4,0
C1456,49200,73,0,32,0.53,34,0,2
C1457,52300,53,60,6,0.67,1,-27,0
C1458,20000,42,54,16,0.73,0,-27,0
C1459,30500,31,70,34,0.82,27,14,0
C1460,50200,92,0,31,0.6,2,-8,0
C1461,60800,27,83,56,0.94,32,-1,0
C1462,26400,100,0,23,0.53,19,36,0
C1463,68500,13,93,23,0.61,25,7,0
C1464,44400,61,66,18,0.94,0,-16,0
C1465,60600,89,79,85,0.42,79,-55,3
C1466,57500,67,27,55,0.78,0,0,0
C1467,36800,76,93,73,0.28,56,-11,3
C1468,50400,35,20,35,0.99,58,22,0
C1469,48200,42,27,6,0.7,32,-9,1
C1470,58700,56,59,24,0.51,42,-6,1
C1471,45700,28,84,0,0.64,0,13,0
C1472,27900,79,35,26,0.7,15,-46,0
C1473,108800,85,90,0,0.48,0,17,1
C1474,45500,92,5,34,0.34,16,1,0
C1475,28500,79,12,73,0.7,60,16,0
C1476,32300,55,78,65,0.75,0,8,0
C1477,28300,56,19,81,0.37,0,0,1
C1478,25600,96,43,24,0.57,71,-25,0
C1479,20100,100,68,12,0.43,63,-81,1
C1480,30200,0,93,13,0.87,53,2,0
C1481,30500,81,81,84,0.6,14,4,1
C1482,36800,45,60,0,0.68,3,47,0
C1483,23900,43,59,0,0.73,23,48,0
C1484,24300,63,45,51,0.83,11,-21,0
C1485,33300,72,1,48,0.87,0,18,0
C1486,27200,48,46,27,0.72,0,-4,0
C1487,24400,43,54,18,0.43,7,26,0
C1488,52800,43,27,36,0.77,21,16,0
C1489,37900,63,51,67,0.82,14,29,0
C1490,61600,7,84,56,0.67,0,19,0
C1491,54800,52,42,11,0.96,39,-30,0
C1492,20000,70,55,0,0.55,48,-10,0
C1493,27200,76,23,14,0.63,55,3,0
C1494,56000,98,22,0,0.78,8,-12,0
C1495,78600,80,18,21,0.56,12,-15,0
C1496,39800,90,36,0,0.91,27,-17,0
C1497,45200,37,56,15,0.46,0,10,0
C1498,33900,64,0,1,0.87,29,11,0
C1499,43800,64,27,0,0.44,1,23,0
C1500,47600,100,3,6,0.55,47,19,1
C1501,29800,61,30,63,0.91,4,5,0
C1502,32600,100,6,9,0.53,37,-6,0
C1503,38800,43,54,22,0.7,21,-45,0
C1504,20000,11,68,31,0.54,0,2,0
C1505,20000,21,74,57,0.93,0,47,0
C1506,34000,20,74,0,0.72,0,-35,0
C1507,20000,53,59,50,0.38,4,-7,0
C1508,57000,9,51,0,0.82,0,-21,0
C1509,24300,53,17,41,0.77,44,-18,0
C1510,52900,100,0,9,0.83,45,31,0
C1511,46800,64,5,41,0.38,20,-5,1
C1512,22100,55,36,25,0.77,13,-20,0
C1513,78300,87,0,53,0.81,90,-13,2
C1514,109000,66,36,38,0.9,0,-1,0
C1515,59900,54,52,37,0.77,0,0,0
C1516,46200,28,81,10,0.69,39,-38,0
C1517,20000,46,56,0,0.75,0,42,0
C1518,33700,19,81,10,0.85,52,-24,1
C1519,44300,37,81,71,0.62,0,-11,0
C1520,28400,72,26,15,0.42,54,-50,2
C1521,40300,30,71,47,0.7,20,-8,0
C1522,20000,25,69,60,0.37,49,-61,2
C1523,21600,82,22,0,0.58,0,2,0
C1524,39900,68,50,68,0.59,61,-13,0
C1525,36100,100,29,68,0.69,15,12,0
C1526,51600,35,35,13,0.67,16,-21,0
C1527,59100,0,74,31,0.91,13,12,0
C1528,67700,52,52,82,0.5,40,9,0
C1529,66600,64,18,3,0.64,10,14,1
C1530,70700,67,46,0,0.85,0,38,0
C1531,34000,53,41,8,0.9,0,-15,0
C1532,47500,32,31,46,0.69,0,17,0
C1533,22400,42,87,5,0.89,28,-16,0
C1534,47700,60,42,56,0.8,62,-8,0
C1535,45000,74,23,69,0.6,0,-47,0
C1536,71800,45,55,16,0.9,6,8,0
C1537,49600,91,0,11,1.0,20,-28,0
C1538,20000,38,99,55,0.77,16,36,0
C1539,23100,2,97,30,0.47,8,14,0
C1540,54400,78,58,42,0.59,10,-36,0
C1541,20000,45,63,0,0.78,6,56,0
C1542,37600,84,21,28,0.67,21,-14,0
C1543,44200,26,66,72,0.59,77,-70,0
C1544,45300,61,25,0,0.75,9,21,0
C1545,63800,54,35,48,0.25,35,-6,2
C1546,20000,41,80,37,0.75,3,22,0
C1547,33500,20,65,49,0.59,62,-19,1
C1548,51000,50,42,45,0.39,0,-18,0
C1549,56600,47,36,0,0.91,0,-50,0
C1550,47600,66,44,13,0.62,0,-2,0
C1551,52100,83,83,80,0.44,35,-6,2
C1552,32800,3,77,46,0.82,16,4,0
C1553,32600,78,42,58,0.52,49,-24,1
C1554,79000,47,29,32,0.49,15,-4,1
C1555,38700,30,100,14,0.7,11,35,0
C1556,37800,66,13,0,0.52,6,-61,0
C1557,20000,35,100,42,0.7,26,41,0
C1558,61300,54,62,37,0.93,0,13,0
C1559,21400,63,45,56,0.48,22,-47,1
C1560,20000,95,86,39,0.58,28,8,2
C1561,41700,41,61,59,0.85,27,32,0
C1562,62500,68,53,48,0.78,69,25,0
C1563,29200,62,72,11,0.7,36,-34,1
C1564,51300,30,72,24,0.44,0,42,0
C1565,24000,63,28,59,0.63,8,52,1
C1566,35400,89,29,27,0.66,14,21,0
C1567,20000,69,2,28,0.84,28,-10,0
C1568,104500,57,38,0,0.66,7,4,0
C1569,35000,92,0,31,0.88,75,17,0
C1570,58500,19,96,34,0.6,72,-9,0
C1571,43600,88,0,29,0.78,0,2,0
C1572,86200,47,61,14,0.43,14,-12,0
C1573,25900,36,92,52,0.83,0,-18,0
C1574,53700,79,71,21,0.53,45,22,1
C1575,22600,48,76,63,0.25,12,4,0
C1576,85300,64,50,13,0.64,4,-49,0
C1577,48300,29,74,2,0.71,18,-21,0
C1578,73500,31,69,64,0.79,37,29,0
C1579,20000,39,47,21,0.89,9,-9,0
C1580,86900,30,100,8,0.6,19,25,0
C1581,46200,61,56,12,0.64,11,-19,0
C1582,57600,78,0,8,0.66,0,-14,0
C1583,29800,12,92,41,0.67,12,-62,0
C1584,40300,71,35,18,0.66,39,43,0
C1585,26800,75,18,100,0.16,86,-38,3
C1586,24900,67,44,32,0.53,31,58,0
C1587,23200,15,79,24,0.6,43,-7,0
C1588,23100,25,62,0,0.59,13,18,0
C1589,35600,70,11,25,0.68,0,10,0
C1590,20000,65,64,0,0.43,0,-17,0
C1591,25600,93,0,28,0.88,0,43,0
C1592,30700,100,0,93,0.25,87,-45,3
C1593,24600,42,65,0,0.69,0,-13,0
C1594,42900,27,60,20,0.86,37,7,0
C1595,48000,82,2,0,0.75,5,-2,0
C1596,21400,42,69,31,0.46,9,20,0
C1597,28400,38,45,65,0.69,0,2,0
C1598,33000,72,54,41,0.48,18,-20,0
C1599,46500,32,45,65,0.86,27,30,0
C1600,30600,100,7,44,0.47,38,-33,1
C1601,21100,67,0,6,0.66,15,33,0
C1602,31800,46,65,0,0.58,11,-20,0
C1603,39400,48,75,19,0.75,0,21,0
C1604,45600,58,11,0,0.67,0,33,0
C1605,38700,5,97,4,0.85,1,-23,0
C1606,39100,65,91,8,0.68,0,3,0
C1607,38100,45,41,20,0.7,45,-21,0
C1608,28700,50,44,67,0.73,22,-37,1
C1609,66000,30,84,77,0.61,52,36,0
C1610,30800,57,60,28,0.84,3,-2,0
C1611,24200,98,23,28,0.29,56,-34,1
C1612,41900,43,62,65,0.92,7,21,0
C1613,52400,94,5,0,0.71,0,12,0
C1614,20000,43,75,18,0.56,0,-19,0
C1615,39200,42,42,0,0.76,26,47,0
C1616,20000,74,22,0,0.64,12,53,0
C1617,20000,42,21,100,0.44,45,-74,3
C1618,60800,53,48,5,0.48,0,1,0
C1619,29900,84,15,0,0.66,24,-25,0
C1620,68800,45,40,5,0.53,0,-23,0
C1621,36000,15,100,40,0.57,15,-52,0
C1622,20000,56,53,4,0.67,33,25,0
C1623,105200,26,71,0,0.68,19,-39,0
C1624,41300,56,82,59,0.78,13,56,2
C1625,21000,77,24,51,0.62,2,-2,0
C1626,37700,52,16,69,1.0,23,25,0
C1627,20000,54,67,53,0.85,50,-17,0
C1628,35600,24,100,31,0.71,40,-1,0
C1629,33400,50,56,16,0.72,9,46,0
C1630,46100,26,53,0,0.77,3,18,0
C1631,25500,40,77,14,0.89,0,-10,0
C1632,70300,45,81,0,0.59,33,7,0
C1633,36500,87,0,18,0.67,0,-22,0
C1634,24700,35,48,65,0.39,18,-54,1
C1635,70000,84,0,100,0.75,65,-60,2
C1636,33400,38,37,0,0.79,0,-47,0
C1637,20000,69,47,0,0.79,42,-25,0
C1638,25500,53,0,1,0.79,0,-25,0
C1639,28500,100,84,92,0.34,55,23,3
C1640,20000,92,0,68,0.45,28,-57,2
C1641,57800,2,98,19,0.83,36,-16,0
C1642,58900,49,19,65,0.49,24,20,1
C1643,68100,22,100,57,0.85,3,-8,0
C1644,54100,51,29,12,0.89,0,-16,0
C1645,81900,72,24,10,0.99,63,-30,0
C1646,24200,49,25,38,0.56,8,-6,0
C1647,20000,52,40,13,0.66,66,-44,0
C1648,20000,38,78,47,0.78,43,9,1
C1649,34000,91,22,100,0.63,8,-48,1
C1650,49600,54,40,0,0.8,0,7,0
C1651,54400,30,70,21,0.67,0,-27,0
C1652,47900,12,72,0,0.54,0,-9,0
C1653,20000,16,100,46,0.69,16,-48,0
C1654,27700,42,41,21,0.66,0,-13,0
C1655,24700,29,90,13,0.83,0,-5,0
C1656,31500,57,73,65,0.4,35,-86,2
C1657,48400,46,25,1,0.63,0,0,0
C1658,37400,88,15,41,0.83,1,5,0
C1659,29900,23,87,20,0.59,9,21,0
C1660,23800,51,43,17,0.64,0,27,0
C1661,33000,9,100,13,0.82,10,15,0
C1662,20000,32,70,54,0.6,36,18,0
C1663,47100,64,2,43,0.42,60,43,2
C1664,21900,91,9,27,0.69,0,8,0
C1665,94700,100,0,100,0.67,52,19,3
C1666,74800,67,5,44,0.56,22,-10,1
C1667,40700,57,91,4,0.35,12,16,0
C1668,37300,93,100,62,0.37,67,17,2
C1669,92800,25,65,29,0.67,44,3,0
C1670,22600,57,17,16,0.68,33,25,1
C1671,29300,13,86,79,0.64,0,-10,0
C1672,20000,62,25,0,0.42,18,-48,1
C1673,25700,86,14,42,0.76,54,-62,1
C1674,51500,74,20,11,0.6,51,-44,1
C1675,35100,48,74,24,0.52,74,-53,1
C1676,20000,0,100,7,0.76,0,1,0
C1677,20000,100,18,55,0.72,11,-22,0
C1678,86700,22,43,6,0.9,0,6,0
C1679,25800,0,100,53,0.64,3,3,0
C1680,24500,17,95,50,0.53,24,35,0
C1681,72000,28,90,67,0.6,25,44,0
C1682,30200,64,0,100,0.43,72,-13,3
C1683,39600,95,10,8,0.68,13,8,0
C1684,21600,73,58,0,0.64,54,-1,1
C1685,56000,87,9,0,0.69,7,-37,0
C1686,27700,35,75,23,0.68,86,-6,1
C1687,55800,82,0,45,0.27,63,-27,2
C1688,20000,43,38,17,0.62,4,-7,0
C1689,20500,40,78,3,0.65,0,2,0
C1690,31100,74,45,29,0.39,24,42,0
C1691,72300,71,62,8,0.32,12,-18,0
C1692,23800,68,24,31,0.65,63,14,0
C1693,25900,80,40,27,0.81,14,26,0
C1694,20000,70,0,18,0.87,0,3,0
C1695,43100,73,24,9,0.46,20,-16,0
C1696,20200,70,63,0,0.8,34,-14,0
C1697,36100,36,37,83,0.61,32,-26,0
C1698,27400,15,82,13,1.0,0,22,0
C1699,29100,47,33,80,0.25,51,-44,2
C1700,54600,50,62,0,0.69,43,-7,0
C1701,146000,91,0,84,0.1,52,-19,2
C1702,75300,78,5,0,0.62,31,-34,0
C1703,34900,63,34,13,0.61,7,-33,0
C1704,28200,26,94,9,0.74,0,-18,0
C1705,27400,55,22,0,0.67,16,1,0
C1706,34900,60,78,20,0.78,0,-13,0
C1707,20000,94,2,0,0.89,0,16,0
C1708,28400,0,100,30,0.46,23,-20,0
C1709,45000,74,52,29,0.63,18,15,0
C1710,81100,31,93,33,0.72,0,-4,0
C1711,35500,75,15,19,0.66,0,-14,0
C1712,37800,39,49,21,0.71,0,1,0
C1713,39300,30,43,62,0.79,36,-12,1
C1714,20400,34,47,36,0.6,0,40,0
C1715,26100,39,65,70,0.86,28,10,0
C1716,97200,100,75,38,0.47,64,-64,3
C1717,25600,91,3,41,0.76,14,37,0
C1718,53700,81,44,42,0.66,0,16,0
C1719,20000,47,0,90,0.52,62,-18,3
C1720,38500,25,83,30,0.92,0,-20,0
C1721,58000,100,19,0,0.58,9,-24,0
C1722,37100,20,63,39,0.75,10,-7,0
C1723,33800,47,52,16,0.7,3,-6,0
C1724,30400,51,80,36,0.74,0,34,0
C1725,20000,90,23,41,0.69,0,-22,0
C1726,41800,43,95,28,0.78,9,8,0
C1727,20000,57,12,28,0.58,27,19,0
C1728,27300,91,84,80,0.69,68,-90,3
C1729,37600,63,31,21,0.51,47,-33,1
C1730,23700,85,17,2,1.0,3,0,0
C1731,104600,69,20,46,0.65,0,4,0
C1732,65900,22,87,23,0.72,0,-16,0
C1733,36300,27,57,71,0.73,12,-15,0
C1734,61300,46,39,69,0.49,0,-7,0
C1735,27600,91,16,0,0.74,27,12,0
C1736,49200,89,0,54,0.88,15,45,1
C1737,38700,0,97,1,0.77,0,19,0
C1738,32500,46,77,34,0.62,35,-34,0
C1739,44000,83,16,48,1.0,38,-29,0
C1740,27100,9,86,25,0.82,1,2,0
C1741,54100,87,48,27,0.57,30,-63,1
C1742,37500,71,25,38,0.69,0,47,0
C1743,51300,60,39,55,0.95,49,59,0
C1744,37300,61,20,42,0.56,45,-23,0
C1745,32200,65,46,62,0.5,45,-6,0
C1746,76000,40,70,0,0.57,36,-16,0
C1747,27000,98,23,6,0.2,0,3,0
C1748,20000,44,50,47,0.91,0,4,0
C1749,68100,63,50,19,0.84,0,0,0
C1750,45300,62,52,3,0.82,22,-2,0
C1751,71400,81,49,0,0.65,0,-16,0
C1752,20000,6,98,49,0.53,14,13,0
C1753,38500,31,48,0,0.51,15,-37,0
C1754,59000,0,83,33,0.69,0,21,0
C1755,20000,89,0,55,0.54,84,-62,3
C1756,52900,40,74,9,0.69,28,-32,1
C1757,46300,61,40,70,0.29,24,-22,2
C1758,36900,88,0,85,0.54,53,-20,0
C1759,52200,44,70,37,0.84,7,17,0
C1760,62400,35,84,0,0.59,0,8,0
C1761,52200,96,6,0,0.67,0,30,0
C1762,28700,77,31,63,0.61,57,-5,1
C1763,43200,52,42,45,0.4,41,47,0
C1764,33500,36,71,33,0.69,40,-29,0
C1765,109800,95,25,0,0.61,51,31,0
C1766,30600,81,0,38,0.68,6,-11,0
C1767,30500,43,88,11,0.59,0,-17,0
C1768,121400,16,54,78,0.57,43,11,0
C1769,27800,26,85,57,0.63,12,-21,0
